# Master table of all planetary tags
72	Tag:\t{planetary-tag.regional-hegemon[tag]}\n\nDescription:\t{planetary-tag.regional-hegemon[description]}\n\nEnemies:\t{planetary-tag.regional-hegemon[enemies]}\n\nFriends:\t{planetary-tag.regional-hegemon[friends]}\n\nComplications:\t{planetary-tag.regional-hegemon[complications]}\n\nThings:\t{planetary-tag.regional-hegemon[things]}\n\nPlaces:\t{planetary-tag.regional-hegemon[places]}
73	Tag:\t{planetary-tag.restrictive-laws[tag]}\n\nDescription:\t{planetary-tag.restrictive-laws[description]}\n\nEnemies:\t{planetary-tag.restrictive-laws[enemies]}\n\nFriends:\t{planetary-tag.restrictive-laws[friends]}\n\nComplications:\t{planetary-tag.restrictive-laws[complications]}\n\nThings:\t{planetary-tag.restrictive-laws[things]}\n\nPlaces:\t{planetary-tag.restrictive-laws[places]}
74	Tag:\t{planetary-tag.revanchists[tag]}\n\nDescription:\t{planetary-tag.revanchists[description]}\n\nEnemies:\t{planetary-tag.revanchists[enemies]}\n\nFriends:\t{planetary-tag.revanchists[friends]}\n\nComplications:\t{planetary-tag.revanchists[complications]}\n\nThings:\t{planetary-tag.revanchists[things]}\n\nPlaces:\t{planetary-tag.revanchists[places]}
75	Tag:\t{planetary-tag.revolutionaries[tag]}\n\nDescription:\t{planetary-tag.revolutionaries[description]}\n\nEnemies:\t{planetary-tag.revolutionaries[enemies]}\n\nFriends:\t{planetary-tag.revolutionaries[friends]}\n\nComplications:\t{planetary-tag.revolutionaries[complications]}\n\nThings:\t{planetary-tag.revolutionaries[things]}\n\nPlaces:\t{planetary-tag.revolutionaries[places]}
76	Tag:\t{planetary-tag.rigid-culture[tag]}\n\nDescription:\t{planetary-tag.rigid-culture[description]}\n\nEnemies:\t{planetary-tag.rigid-culture[enemies]}\n\nFriends:\t{planetary-tag.rigid-culture[friends]}\n\nComplications:\t{planetary-tag.rigid-culture[complications]}\n\nThings:\t{planetary-tag.rigid-culture[things]}\n\nPlaces:\t{planetary-tag.rigid-culture[places]}
77	Tag:\t{planetary-tag.rising-hegemon[tag]}\n\nDescription:\t{planetary-tag.rising-hegemon[description]}\n\nEnemies:\t{planetary-tag.rising-hegemon[enemies]}\n\nFriends:\t{planetary-tag.rising-hegemon[friends]}\n\nComplications:\t{planetary-tag.rising-hegemon[complications]}\n\nThings:\t{planetary-tag.rising-hegemon[things]}\n\nPlaces:\t{planetary-tag.rising-hegemon[places]}
78	Tag:\t{planetary-tag.ritual-combat[tag]}\n\nDescription:\t{planetary-tag.ritual-combat[description]}\n\nEnemies:\t{planetary-tag.ritual-combat[enemies]}\n\nFriends:\t{planetary-tag.ritual-combat[friends]}\n\nComplications:\t{planetary-tag.ritual-combat[complications]}\n\nThings:\t{planetary-tag.ritual-combat[things]}\n\nPlaces:\t{planetary-tag.ritual-combat[places]}
79	Tag:\t{planetary-tag.robots[tag]}\n\nDescription:\t{planetary-tag.robots[description]}\n\nEnemies:\t{planetary-tag.robots[enemies]}\n\nFriends:\t{planetary-tag.robots[friends]}\n\nComplications:\t{planetary-tag.robots[complications]}\n\nThings:\t{planetary-tag.robots[things]}\n\nPlaces:\t{planetary-tag.robots[places]}
80	Tag:\t{planetary-tag.seagoing-cities[tag]}\n\nDescription:\t{planetary-tag.seagoing-cities[description]}\n\nEnemies:\t{planetary-tag.seagoing-cities[enemies]}\n\nFriends:\t{planetary-tag.seagoing-cities[friends]}\n\nComplications:\t{planetary-tag.seagoing-cities[complications]}\n\nThings:\t{planetary-tag.seagoing-cities[things]}\n\nPlaces:\t{planetary-tag.seagoing-cities[places]}
81	Tag:\t{planetary-tag.sealed-menace[tag]}\n\nDescription:\t{planetary-tag.sealed-menace[description]}\n\nEnemies:\t{planetary-tag.sealed-menace[enemies]}\n\nFriends:\t{planetary-tag.sealed-menace[friends]}\n\nComplications:\t{planetary-tag.sealed-menace[complications]}\n\nThings:\t{planetary-tag.sealed-menace[things]}\n\nPlaces:\t{planetary-tag.sealed-menace[places]}
82	Tag:\t{planetary-tag.secret-masters[tag]}\n\nDescription:\t{planetary-tag.secret-masters[description]}\n\nEnemies:\t{planetary-tag.secret-masters[enemies]}\n\nFriends:\t{planetary-tag.secret-masters[friends]}\n\nComplications:\t{planetary-tag.secret-masters[complications]}\n\nThings:\t{planetary-tag.secret-masters[things]}\n\nPlaces:\t{planetary-tag.secret-masters[places]}
83	Tag:\t{planetary-tag.sectarians[tag]}\n\nDescription:\t{planetary-tag.sectarians[description]}\n\nEnemies:\t{planetary-tag.sectarians[enemies]}\n\nFriends:\t{planetary-tag.sectarians[friends]}\n\nComplications:\t{planetary-tag.sectarians[complications]}\n\nThings:\t{planetary-tag.sectarians[things]}\n\nPlaces:\t{planetary-tag.sectarians[places]}
84	Tag:\t{planetary-tag.seismic-instability[tag]}\n\nDescription:\t{planetary-tag.seismic-instability[description]}\n\nEnemies:\t{planetary-tag.seismic-instability[enemies]}\n\nFriends:\t{planetary-tag.seismic-instability[friends]}\n\nComplications:\t{planetary-tag.seismic-instability[complications]}\n\nThings:\t{planetary-tag.seismic-instability[things]}\n\nPlaces:\t{planetary-tag.seismic-instability[places]}
85	Tag:\t{planetary-tag.shackled-world[tag]}\n\nDescription:\t{planetary-tag.shackled-world[description]}\n\nEnemies:\t{planetary-tag.shackled-world[enemies]}\n\nFriends:\t{planetary-tag.shackled-world[friends]}\n\nComplications:\t{planetary-tag.shackled-world[complications]}\n\nThings:\t{planetary-tag.shackled-world[things]}\n\nPlaces:\t{planetary-tag.shackled-world[places]}
86	Tag:\t{planetary-tag.societal-despair[tag]}\n\nDescription:\t{planetary-tag.societal-despair[description]}\n\nEnemies:\t{planetary-tag.societal-despair[enemies]}\n\nFriends:\t{planetary-tag.societal-despair[friends]}\n\nComplications:\t{planetary-tag.societal-despair[complications]}\n\nThings:\t{planetary-tag.societal-despair[things]}\n\nPlaces:\t{planetary-tag.societal-despair[places]}
87	Tag:\t{planetary-tag.sole-supplier[tag]}\n\nDescription:\t{planetary-tag.sole-supplier[description]}\n\nEnemies:\t{planetary-tag.sole-supplier[enemies]}\n\nFriends:\t{planetary-tag.sole-supplier[friends]}\n\nComplications:\t{planetary-tag.sole-supplier[complications]}\n\nThings:\t{planetary-tag.sole-supplier[things]}\n\nPlaces:\t{planetary-tag.sole-supplier[places]}
88	Tag:\t{planetary-tag.taboo-treasure[tag]}\n\nDescription:\t{planetary-tag.taboo-treasure[description]}\n\nEnemies:\t{planetary-tag.taboo-treasure[enemies]}\n\nFriends:\t{planetary-tag.taboo-treasure[friends]}\n\nComplications:\t{planetary-tag.taboo-treasure[complications]}\n\nThings:\t{planetary-tag.taboo-treasure[things]}\n\nPlaces:\t{planetary-tag.taboo-treasure[places]}
89	Tag:\t{planetary-tag.terraform-failure[tag]}\n\nDescription:\t{planetary-tag.terraform-failure[description]}\n\nEnemies:\t{planetary-tag.terraform-failure[enemies]}\n\nFriends:\t{planetary-tag.terraform-failure[friends]}\n\nComplications:\t{planetary-tag.terraform-failure[complications]}\n\nThings:\t{planetary-tag.terraform-failure[things]}\n\nPlaces:\t{planetary-tag.terraform-failure[places]}
90	Tag:\t{planetary-tag.theocracy[tag]}\n\nDescription:\t{planetary-tag.theocracy[description]}\n\nEnemies:\t{planetary-tag.theocracy[enemies]}\n\nFriends:\t{planetary-tag.theocracy[friends]}\n\nComplications:\t{planetary-tag.theocracy[complications]}\n\nThings:\t{planetary-tag.theocracy[things]}\n\nPlaces:\t{planetary-tag.theocracy[places]}
91	Tag:\t{planetary-tag.tomb-world[tag]}\n\nDescription:\t{planetary-tag.tomb-world[description]}\n\nEnemies:\t{planetary-tag.tomb-world[enemies]}\n\nFriends:\t{planetary-tag.tomb-world[friends]}\n\nComplications:\t{planetary-tag.tomb-world[complications]}\n\nThings:\t{planetary-tag.tomb-world[things]}\n\nPlaces:\t{planetary-tag.tomb-world[places]}
92	Tag:\t{planetary-tag.trade-hub[tag]}\n\nDescription:\t{planetary-tag.trade-hub[description]}\n\nEnemies:\t{planetary-tag.trade-hub[enemies]}\n\nFriends:\t{planetary-tag.trade-hub[friends]}\n\nComplications:\t{planetary-tag.trade-hub[complications]}\n\nThings:\t{planetary-tag.trade-hub[things]}\n\nPlaces:\t{planetary-tag.trade-hub[places]}
93	Tag:\t{planetary-tag.tyranny[tag]}\n\nDescription:\t{planetary-tag.tyranny[description]}\n\nEnemies:\t{planetary-tag.tyranny[enemies]}\n\nFriends:\t{planetary-tag.tyranny[friends]}\n\nComplications:\t{planetary-tag.tyranny[complications]}\n\nThings:\t{planetary-tag.tyranny[things]}\n\nPlaces:\t{planetary-tag.tyranny[places]}
94	Tag:\t{planetary-tag.unbraked-ai[tag]}\n\nDescription:\t{planetary-tag.unbraked-ai[description]}\n\nEnemies:\t{planetary-tag.unbraked-ai[enemies]}\n\nFriends:\t{planetary-tag.unbraked-ai[friends]}\n\nComplications:\t{planetary-tag.unbraked-ai[complications]}\n\nThings:\t{planetary-tag.unbraked-ai[things]}\n\nPlaces:\t{planetary-tag.unbraked-ai[places]}
95	Tag:\t{planetary-tag.urbanized-surface[tag]}\n\nDescription:\t{planetary-tag.urbanized-surface[description]}\n\nEnemies:\t{planetary-tag.urbanized-surface[enemies]}\n\nFriends:\t{planetary-tag.urbanized-surface[friends]}\n\nComplications:\t{planetary-tag.urbanized-surface[complications]}\n\nThings:\t{planetary-tag.urbanized-surface[things]}\n\nPlaces:\t{planetary-tag.urbanized-surface[places]}
96	Tag:\t{planetary-tag.utopia[tag]}\n\nDescription:\t{planetary-tag.utopia[description]}\n\nEnemies:\t{planetary-tag.utopia[enemies]}\n\nFriends:\t{planetary-tag.utopia[friends]}\n\nComplications:\t{planetary-tag.utopia[complications]}\n\nThings:\t{planetary-tag.utopia[things]}\n\nPlaces:\t{planetary-tag.utopia[places]}
97	Tag:\t{planetary-tag.warlords[tag]}\n\nDescription:\t{planetary-tag.warlords[description]}\n\nEnemies:\t{planetary-tag.warlords[enemies]}\n\nFriends:\t{planetary-tag.warlords[friends]}\n\nComplications:\t{planetary-tag.warlords[complications]}\n\nThings:\t{planetary-tag.warlords[things]}\n\nPlaces:\t{planetary-tag.warlords[places]}
98	Tag:\t{planetary-tag.xenophiles[tag]}\n\nDescription:\t{planetary-tag.xenophiles[description]}\n\nEnemies:\t{planetary-tag.xenophiles[enemies]}\n\nFriends:\t{planetary-tag.xenophiles[friends]}\n\nComplications:\t{planetary-tag.xenophiles[complications]}\n\nThings:\t{planetary-tag.xenophiles[things]}\n\nPlaces:\t{planetary-tag.xenophiles[places]}
99	Tag:\t{planetary-tag.xenophobes[tag]}\n\nDescription:\t{planetary-tag.xenophobes[description]}\n\nEnemies:\t{planetary-tag.xenophobes[enemies]}\n\nFriends:\t{planetary-tag.xenophobes[friends]}\n\nComplications:\t{planetary-tag.xenophobes[complications]}\n\nThings:\t{planetary-tag.xenophobes[things]}\n\nPlaces:\t{planetary-tag.xenophobes[places]}
100	Tag:\t{planetary-tag.zombies[tag]}\n\nDescription:\t{planetary-tag.zombies[description]}\n\nEnemies:\t{planetary-tag.zombies[enemies]}\n\nFriends:\t{planetary-tag.zombies[friends]}\n\nComplications:\t{planetary-tag.zombies[complications]}\n\nThings:\t{planetary-tag.zombies[things]}\n\nPlaces:\t{planetary-tag.zombies[places]}
